"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2013-Q2","T2-2013",44.509614,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2013-Q4","T4-2013",47.03886,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2013-Q3","T3-2013",45.842487,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2014","2014",48.917127,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2014-Q2","T2-2014",48.451128,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2014-Q1","T1-2014",47.625833,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2014-Q4","T4-2014",50.118074,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2014-Q3","T3-2014",49.465034,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2015","2015",51.072095,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2015-Q1","T1-2015",50.421665,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2015-Q2","T2-2015",51.443748,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2015-Q4","T4-2015",51.291669,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2015-Q3","T3-2015",51.129629,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2016","2016",53.400262,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2016-Q2","T2-2016",53.741601,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2016-Q1","T1-2016",52.352565,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2016-Q4","T4-2016",54.051433,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2016-Q3","T3-2016",53.445226,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2017","2017",55.41117,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2017-Q1","T1-2017",54.465047,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2017-Q2","T2-2017",55.362956,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2017-Q4","T4-2017",56.298245,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2017-Q3","T3-2017",55.503766,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2018","2018",56.952966,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2018-Q2","T2-2018",57.431006,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2018-Q1","T1-2018",56.410056,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2018-Q4","T4-2018",57.266155,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2018-Q3","T3-2018",56.699513,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2019","2019",57.405305,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2019-Q1","T1-2019",56.9526,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2019-Q2","T2-2019",57.805497,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2019-Q4","T4-2019",57.516483,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2019-Q3","T3-2019",57.342913,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2020","2020",57.072069,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2020-Q2","T2-2020",56.46476,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2020-Q1","T1-2020",57.379008,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2020-Q3","T3-2020",56.938461,,
"IT","Italia","ACT_R","tasso di attività ","9","totale","Y55-64","55-64 anni","TOTAL","totale","2020-Q4","T4-2020",57.504034,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1992-Q4","T4-1992",41.62587,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1993","1993",40.78445,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1993-Q1","T1-1993",40.563385,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1993-Q2","T2-1993",40.321535,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1993-Q4","T4-1993",41.852891,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1993-Q3","T3-1993",40.392938,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1994","1994",39.466676,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1994-Q2","T2-1994",38.476299,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1994-Q1","T1-1994",39.758332,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1994-Q4","T4-1994",40.764312,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1994-Q3","T3-1994",38.86105,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1995","1995",38.667741,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1995-Q1","T1-1995",39.27385,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1995-Q2","T2-1995",36.972994,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1995-Q4","T4-1995",39.905558,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1995-Q3","T3-1995",38.515398,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1996","1996",38.439115,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1996-Q2","T2-1996",37.435833,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1996-Q1","T1-1996",39.222978,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1996-Q4","T4-1996",38.75628,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1996-Q3","T3-1996",38.343154,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1997","1997",36.795788,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1997-Q1","T1-1997",37.649761,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1997-Q2","T2-1997",35.660415,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1997-Q4","T4-1997",37.243915,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1997-Q3","T3-1997",36.629712,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1998","1998",36.511658,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1998-Q2","T2-1998",36.980137,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1998-Q1","T1-1998",36.436107,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1998-Q4","T4-1998",36.382176,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1998-Q3","T3-1998",36.247639,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1999","1999",37.046888,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1999-Q1","T1-1999",36.184285,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1999-Q2","T2-1999",38.125036,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1999-Q4","T4-1999",36.740079,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","1999-Q3","T3-1999",37.138288,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2000","2000",35.477105,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2000-Q2","T2-2000",34.875968,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2000-Q1","T1-2000",34.321631,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2000-Q4","T4-2000",36.050501,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2000-Q3","T3-2000",36.671157,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2001","2001",34.914454,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2001-Q1","T1-2001",34.492079,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2001-Q2","T2-2001",34.061901,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2001-Q4","T4-2001",36.159316,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2001-Q3","T3-2001",34.937889,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2002","2002",35.637832,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2002-Q2","T2-2002",35.459909,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2002-Q1","T1-2002",35.446105,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2002-Q4","T4-2002",36.198203,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2002-Q3","T3-2002",35.443319,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2003","2003",38.226328,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2003-Q1","T1-2003",36.797816,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2003-Q2","T2-2003",38.653201,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2003-Q4","T4-2003",38.769449,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2003-Q3","T3-2003",38.679009,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2004","2004",39.118327,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2004-Q2","T2-2004",38.553958,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2004-Q1","T1-2004",39.999791,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2004-Q4","T4-2004",39.640077,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2004-Q3","T3-2004",38.281064,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2005","2005",39.109732,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2005-Q1","T1-2005",40.044405,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2005-Q2","T2-2005",37.798937,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2005-Q4","T4-2005",40.590221,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2005-Q3","T3-2005",38.006904,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2006","2006",39.541883,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2006-Q2","T2-2006",38.965113,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2006-Q1","T1-2006",37.384361,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2006-Q4","T4-2006",40.461688,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2006-Q3","T3-2006",41.358411,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2007","2007",41.478718,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2007-Q1","T1-2007",41.237709,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2007-Q2","T2-2007",41.09986,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2007-Q4","T4-2007",41.849831,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2007-Q3","T3-2007",41.726412,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2008","2008",41.808692,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2008-Q2","T2-2008",41.525853,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2008-Q1","T1-2008",39.623526,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2008-Q4","T4-2008",43.24033,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2008-Q3","T3-2008",42.835484,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2009","2009",45.109446,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2009-Q1","T1-2009",43.607521,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2009-Q2","T2-2009",45.687299,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2009-Q4","T4-2009",45.922725,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2009-Q3","T3-2009",45.214217,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2010","2010",46.051196,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2010-Q2","T2-2010",44.948195,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2010-Q1","T1-2010",44.693948,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2010-Q4","T4-2010",47.943659,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2010-Q3","T3-2010",46.598936,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2011","2011",47.666282,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2011-Q1","T1-2011",47.078206,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2011-Q2","T2-2011",46.761344,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2011-Q4","T4-2011",48.971201,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2011-Q3","T3-2011",47.856435,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2012","2012",51.254468,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2012-Q2","T2-2012",50.852592,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2012-Q1","T1-2012",50.809486,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2012-Q4","T4-2012",52.337886,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2012-Q3","T3-2012",51.017498,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2013","2013",55.195591,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2013-Q1","T1-2013",54.409618,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2013-Q2","T2-2013",53.740435,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2013-Q4","T4-2013",57.509928,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2013-Q3","T3-2013",55.119744,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2014","2014",58.429494,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2014-Q2","T2-2014",56.730219,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2014-Q1","T1-2014",58.104436,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2014-Q4","T4-2014",60.003692,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2014-Q3","T3-2014",58.87214,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2015","2015",62.311102,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2015-Q1","T1-2015",61.203706,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2015-Q2","T2-2015",63.239492,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2015-Q4","T4-2015",62.198086,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2015-Q3","T3-2015",62.604586,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2016","2016",65.331807,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2016-Q2","T2-2016",66.895277,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2016-Q1","T1-2016",64.191353,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2016-Q4","T4-2016",64.075929,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2016-Q3","T3-2016",66.17053,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2017","2017",66.005758,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2017-Q1","T1-2017",64.759951,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2017-Q2","T2-2017",66.583779,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2017-Q4","T4-2017",66.728154,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2017-Q3","T3-2017",65.938295,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2018","2018",67.450989,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2018-Q2","T2-2018",68.460442,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2018-Q1","T1-2018",66.246281,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2018-Q4","T4-2018",67.971747,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2018-Q3","T3-2018",67.11497,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2019","2019",68.680243,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2019-Q1","T1-2019",68.256196,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2019-Q2","T2-2019",67.827077,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2019-Q4","T4-2019",68.94335,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2019-Q3","T3-2019",69.681034,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2020","2020",67.484077,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2020-Q2","T2-2020",66.94571,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2020-Q1","T1-2020",67.955183,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2020-Q3","T3-2020",67.903454,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","1","maschi","Y55-64","55-64 anni","TOTAL","totale","2020-Q4","T4-2020",67.138317,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1992-Q4","T4-1992",13.696704,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1993","1993",13.764638,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1993-Q1","T1-1993",13.373808,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1993-Q2","T2-1993",13.811433,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1993-Q4","T4-1993",13.764148,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1993-Q3","T3-1993",14.10774,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1994","1994",13.45039,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1994-Q2","T2-1994",13.720292,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1994-Q1","T1-1994",13.266104,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1994-Q4","T4-1994",13.691534,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1994-Q3","T3-1994",13.122619,,
"ITC","Nord-ovest","ACT_R","tasso di attività ","2","femmine","Y55-64","55-64 anni","TOTAL","totale","1995","1995",13.249156,,
